ticker_id,ticker,ticker-full,short-name,sector_id,sector,industry_id,industry
1445,ABT,ABT US Equity,ABBOTT LABS,6,Health Care,30,Health Care Equipment & Supplies
1446,ADGM,ADGM US Equity,ADAGIO MEDICAL H,6,Health Care,30,Health Care Equipment & Supplies
1447,ADVB,ADVB US Equity,ADVANCED BIOMED,6,Health Care,30,Health Care Equipment & Supplies
1448,AEMD,AEMD US Equity,AETHLON MEDICAL,6,Health Care,30,Health Care Equipment & Supplies
1449,ALGN,ALGN US Equity,ALIGN TECHNOLOGY,6,Health Care,30,Health Care Equipment & Supplies
1450,AMIX,AMIX US Equity,AUTONOMIX MEDICA,6,Health Care,30,Health Care Equipment & Supplies
1451,ANGO,ANGO US Equity,ANGIODYNAMICS IN,6,Health Care,30,Health Care Equipment & Supplies
1452,AORT,AORT US Equity,ARTIVION INC,6,Health Care,30,Health Care Equipment & Supplies
1453,APYX,APYX US Equity,APYX MEDICAL COR,6,Health Care,30,Health Care Equipment & Supplies
1454,ARAY,ARAY US Equity,ACCURAY INC,6,Health Care,30,Health Care Equipment & Supplies
1455,ATEC,ATEC US Equity,ALPHATEC HOLDING,6,Health Care,30,Health Care Equipment & Supplies
1456,ATRC,ATRC US Equity,ATRICURE INC,6,Health Care,30,Health Care Equipment & Supplies
1457,AVNS,AVNS US Equity,AVANOS MEDICAL I,6,Health Care,30,Health Care Equipment & Supplies
1458,AVR,AVR US Equity,ANTERIS TECHNOLO,6,Health Care,30,Health Care Equipment & Supplies
1459,AXGN,AXGN US Equity,AXOGEN INC,6,Health Care,30,Health Care Equipment & Supplies
1460,BAX,BAX US Equity,BAXTER INTL INC,6,Health Care,30,Health Care Equipment & Supplies
1461,BBNX,BBNX US Equity,BETA BIONICS INC,6,Health Care,30,Health Care Equipment & Supplies
1462,BDX,BDX US Equity,BECTON DICKINSON,6,Health Care,30,Health Care Equipment & Supplies
1463,BEAT,BEAT US Equity,HEARTBEAM INC,6,Health Care,30,Health Care Equipment & Supplies
1464,BFLY,BFLY US Equity,BUTTERFLY NETWOR,6,Health Care,30,Health Care Equipment & Supplies
1465,BJDX,BJDX US Equity,BLUEJAY DIAGNOST,6,Health Care,30,Health Care Equipment & Supplies
1466,BMRA,BMRA US Equity,BIOMERICA INC,6,Health Care,30,Health Care Equipment & Supplies
1467,BSGM,BSGM US Equity,BIOSIG TECHNOLOG,6,Health Care,30,Health Care Equipment & Supplies
1468,BSX,BSX US Equity,BOSTON SCIENTIFC,6,Health Care,30,Health Care Equipment & Supplies
1469,BVS,BVS US Equity,BIOVENTUS - A,6,Health Care,30,Health Care Equipment & Supplies
1470,CBLL,CBLL US Equity,CERIBELL INC,6,Health Care,30,Health Care Equipment & Supplies
1471,CERS,CERS US Equity,CERUS CORP,6,Health Care,30,Health Care Equipment & Supplies
1472,CLPT,CLPT US Equity,CLEARPOINT NEURO,6,Health Care,30,Health Care Equipment & Supplies
1473,CNMD,CNMD US Equity,CONMED CORP,6,Health Care,30,Health Care Equipment & Supplies
1474,COCH,COCH US Equity,ENVOY MEDICAL IN,6,Health Care,30,Health Care Equipment & Supplies
